author,authorLabel,birthDate,sitelinks
http://www.wikidata.org/entity/Q4776892,Antonio Puigblanch,1775-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q5884009,Graciliano Afonso,1775-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q12936939,Tomàs Aguiló i Cortès,1775-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q18285985,Ramón de los Santos García Pérez,1775-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q20013896,Casiano Pellicer,1775-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q20536047,José Verea y Aguiar,1775-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q97924975,Ignacio Graells y Ferrer,1775-01-26T00:00:00Z,1
http://www.wikidata.org/entity/Q6700816,Luis María Balanzat de Orvay y Briones,1775-03-27T00:00:00Z,5
http://www.wikidata.org/entity/Q3047406,"José María Blanco Crespo ""Blanco White""",1775-07-11T00:00:00Z,19
http://www.wikidata.org/entity/Q724883,Alberto Lista,1775-10-15T00:00:00Z,14
http://www.wikidata.org/entity/Q5867472,Francisco Severo Maldonado,1775-11-07T00:00:00Z,2
http://www.wikidata.org/entity/Q50674241,Blas Ostolaza,1775-11-17T00:00:00Z,3
http://www.wikidata.org/entity/Q5511619,Félix Mejía,1776-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q5690321,Francisco de Paula Castañeda,1776-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q17297275,Josep Sanxo i Sanxo,1776-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q124474545,Luis Mendizabal y Zubialdea,1776-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q770092,András Angyalffy Mátyás,1776-02-05T00:00:00Z,2
http://www.wikidata.org/entity/Q351250,Vicente Salias,1776-03-23T00:00:00Z,5
http://www.wikidata.org/entity/Q5947301,Juan Antonio González Montero,1776-06-12T00:00:00Z,1
http://www.wikidata.org/entity/Q5850629,Eugenio de Tapia García,1776-07-18T00:00:00Z,6
http://www.wikidata.org/entity/Q5750203,Bartolomé José Gallardo,1776-08-13T00:00:00Z,8
http://www.wikidata.org/entity/Q48368,José Joaquín Fernández de Lizardi,1776-11-15T00:00:00Z,23
http://www.wikidata.org/entity/Q125743,Carlos Anaya,1777-01-01T00:00:00Z,23
http://www.wikidata.org/entity/Q5791914,Cristóbal de Beña,1777-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q5950919,Juan Manuel Beruti,1777-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q9014294,José Manuel de Vadillo,1777-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q12266779,Jean-Baptiste Salaberri,1777-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q16173391,Josep Badia,1777-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q99543737,Ignacio Fernández de Córdova,1777-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q11929319,Juan Mateo Zabala,1777-09-21T00:00:00Z,3
http://www.wikidata.org/entity/Q1536185,José Cecilio del Valle,1777-11-22T00:00:00Z,12
http://www.wikidata.org/entity/Q720492,Juan Nicasio Gallego,1777-12-14T00:00:00Z,13
http://www.wikidata.org/entity/Q5921254,Isidoro de Antillón y Marzo,1778-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q65659930,Jaume Ponti,1778-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q12252871,Agustín Pascual Iturriaga,1778-01-31T00:00:00Z,3
http://www.wikidata.org/entity/Q19491064,Tomás García Suelto,1778-03-29T00:00:00Z,3
http://www.wikidata.org/entity/Q28930,Bernardo O'Higgins,1778-08-20T00:00:00Z,60
http://www.wikidata.org/entity/Q28663022,Melchor Manuel Núñez de Taboada,1778-09-05T00:00:00Z,1
http://www.wikidata.org/entity/Q3087826,Javier de Burgos,1778-10-22T00:00:00Z,16
http://www.wikidata.org/entity/Q1450485,José María Gruesso,1779-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q16943513,Antoni Puig i Lucà,1779-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q65553167,Manuel Herrera Bustamante,1779-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q93415656,Ildefonso Mompié,1779-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q9075361,Sebastián Miñano,1779-01-20T00:00:00Z,6
http://www.wikidata.org/entity/Q5806180,Diego González Alonso,1779-09-23T00:00:00Z,2
http://www.wikidata.org/entity/Q5941650,Rafael Crespo,1779-10-24T00:00:00Z,1
http://www.wikidata.org/entity/Q5920093,José Joaquín de Larriva,1780-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q5944704,José Presas,1780-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q5992962,Manuel Fernández de Loaysa,1780-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q8963192,Félix Enciso Castrillón,1780-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q11922694,Francisco Altés y Casals,1780-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q16943535,José Robreño y Tort,1780-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q42395114,José Catalá y Codina,1780-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q66386468,Tomás González Hernández,1780-03-07T00:00:00Z,2
http://www.wikidata.org/entity/Q981503,José Joaquín de Olmedo,1780-03-31T00:00:00Z,25
http://www.wikidata.org/entity/Q541159,Sinforiano López,1780-08-22T00:00:00Z,2
http://www.wikidata.org/entity/Q16605336,Mateo Vidal,1780-10-17T00:00:00Z,6
http://www.wikidata.org/entity/Q5866745,Francisco Mayoral,1781-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q55105955,Q55105955,1781-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q5866597,Francisco López Villaescusa,1781-01-10T00:00:00Z,1
http://www.wikidata.org/entity/Q7121794,Pablo de Jérica,1781-01-15T00:00:00Z,6
http://www.wikidata.org/entity/Q12261009,Juan Jose Mogel,1781-04-26T00:00:00Z,1
http://www.wikidata.org/entity/Q5945645,José Somoza y Muñoz,1781-10-24T00:00:00Z,5
http://www.wikidata.org/entity/Q6752882,Manuel Silvela,1781-10-31T00:00:00Z,6
http://www.wikidata.org/entity/Q439195,Andrés Bello,1781-11-29T00:00:00Z,36
http://www.wikidata.org/entity/Q6097051,Rafael Bento y Travieso,1782-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q5866635,Francisco Manuel Sánchez de Tagle,1782-01-11T00:00:00Z,4
http://www.wikidata.org/entity/Q9014891,José Yanguas y Miranda,1782-03-15T00:00:00Z,4
http://www.wikidata.org/entity/Q822892,Bernardino Fernández de Velasco y Benavides,1783-01-01T00:00:00Z,15
http://www.wikidata.org/entity/Q11927651,Joan Calvo i Morató,1783-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q5940827,José Joaquín de Mora,1783-01-10T00:00:00Z,6
http://www.wikidata.org/entity/Q5725865,Benito Laso de la Vega,1783-03-20T00:00:00Z,1
http://www.wikidata.org/entity/Q879030,Vicente Rocafuerte,1783-05-01T00:00:00Z,22
http://www.wikidata.org/entity/Q9029845,Martín de los Heros,1783-11-08T00:00:00Z,4
http://www.wikidata.org/entity/Q5651463,José María Carnerero,1784-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q51880125,Lois Corral Rodríguez,1784-10-07T00:00:00Z,1
http://www.wikidata.org/entity/Q5997975,Mariano Valimaña y Abella,1784-10-19T00:00:00Z,1
http://www.wikidata.org/entity/Q9066465,Ramón Olaguer Feliú,1784-11-25T00:00:00Z,2
http://www.wikidata.org/entity/Q5474281,Ramón María López Acevedo,1785-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q42398550,Ignacio Barrios,1785-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q110492145,Pedro Juan Morell,1785-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q5842009,Mariano de Cabrerizo,1785-02-06T00:00:00Z,1
http://www.wikidata.org/entity/Q441072,Vicente López y Planes,1785-05-03T00:00:00Z,31
http://www.wikidata.org/entity/Q5699506,Antonio Remón Zarco del Valle y Huet,1785-05-30T00:00:00Z,5
http://www.wikidata.org/entity/Q5944203,José Musso,1785-12-26T00:00:00Z,3
http://www.wikidata.org/entity/Q2884733,José Ignacio de Sanjinés,1786-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q7925107,Vicente Alberti y Vidal,1786-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q16617614,Pedro Sainz de Andino,1786-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q602627,Antonio José de Irisarri,1786-02-07T00:00:00Z,9
http://www.wikidata.org/entity/Q5952536,Juan Senovilla Recellado,1786-02-09T00:00:00Z,1
http://www.wikidata.org/entity/Q6294353,José de la Torre Ugarte,1786-03-19T00:00:00Z,6
http://www.wikidata.org/entity/Q19458389,Mariano de Rementería y Fica,1786-04-07T00:00:00Z,2
http://www.wikidata.org/entity/Q62577096,Bartolomé Amat y Bonifaz,1786-08-13T00:00:00Z,1
http://www.wikidata.org/entity/Q3816870,Vicente Salvá,1786-11-10T00:00:00Z,7
http://www.wikidata.org/entity/Q5551838,José María Tenorio Herrera,1787-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q27357,Francisco Martínez de la Rosa,1787-03-10T00:00:00Z,38
http://www.wikidata.org/entity/Q2918217,José María Pando,1787-03-28T00:00:00Z,4
http://www.wikidata.org/entity/Q524664,Andrés Quintana Roo,1787-11-30T00:00:00Z,19
http://www.wikidata.org/entity/Q809535,Bartolomé Hidalgo,1788-08-24T00:00:00Z,13
http://www.wikidata.org/entity/Q6015127,Miguel Santa María,1789-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q16206392,Francisco Vasallo,1789-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q24878993,José Vicente Álvarez Perera,1789-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q2645282,José Fernández Madrid,1789-02-19T00:00:00Z,11
http://www.wikidata.org/entity/Q5698267,Antonio F. Díaz,1789-03-26T00:00:00Z,2
http://www.wikidata.org/entity/Q332110,Antonio Alcalá Galiano,1789-07-22T00:00:00Z,14
http://www.wikidata.org/entity/Q934097,Bernardo Monteagudo,1789-08-20T00:00:00Z,10
http://www.wikidata.org/entity/Q1891493,Manuel Eduardo de Gorostiza,1789-10-13T00:00:00Z,9
http://www.wikidata.org/entity/Q399155,Agustín Durán,1789-10-14T00:00:00Z,17
http://www.wikidata.org/entity/Q1350076,Ramón Carnicer Batlle,1789-10-24T00:00:00Z,15
http://www.wikidata.org/entity/Q5486106,José Urcullu,1790-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q5872276,Félix González de León,1790-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q20535597,Xosé Fernández Neira,1790-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q42381167,Francisco Araúcho,1790-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q56151941,Santiago Távara Andrade,1790-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q98099257,Félix María Hidalgo,1790-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q130380572,Isidro García de Carrasquedo,1790-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q9057592,Pedro Novia de Salcedo,1790-01-18T00:00:00Z,4
http://www.wikidata.org/entity/Q11183848,Rodrigo Echevarría y Briones,1790-04-17T00:00:00Z,2
http://www.wikidata.org/entity/Q604069,Antonio Pereira-Pacheco y Ruiz,1790-06-12T00:00:00Z,2
http://www.wikidata.org/entity/Q2784384,Mariano Melgar,1790-08-10T00:00:00Z,11
http://www.wikidata.org/entity/Q55836679,Luis Rodríguez Camaleño,1790-08-25T00:00:00Z,1
http://www.wikidata.org/entity/Q8251719,Braulio Foz,1791-01-01T00:00:00Z,6
http://www.wikidata.org/entity/Q9013824,José Escrig y Martínez,1791-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q16177340,Tomàs Bertran i Soler,1791-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q3844990,Manuel Carpio,1791-03-01T00:00:00Z,8
http://www.wikidata.org/entity/Q155463,Duque de Rivas,1791-03-10T00:00:00Z,31
http://www.wikidata.org/entity/Q5948061,Juan Calderón,1791-04-19T00:00:00Z,2
http://www.wikidata.org/entity/Q1408091,George Ticknor,1791-08-01T00:00:00Z,16
http://www.wikidata.org/entity/Q496493,Francisco Acuña de Figueroa,1791-09-03T00:00:00Z,17
http://www.wikidata.org/entity/Q3329070,Andrés García Camba,1791-10-20T00:00:00Z,6
http://www.wikidata.org/entity/Q6680625,Lorenzo Antonio Fernández,1792-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q66796818,Antonio Ramírez de Arellano,1792-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q332111,Francisco Morazán,1792-10-03T00:00:00Z,32
http://www.wikidata.org/entity/Q30905573,Mariano Torrente,1792-10-12T00:00:00Z,1
http://www.wikidata.org/entity/Q332508,John Bowring,1792-10-17T00:00:00Z,35
http://www.wikidata.org/entity/Q507298,Lucas Alamán Gonzalez,1792-10-17T00:00:00Z,19
http://www.wikidata.org/entity/Q40662286,Magín Ferrer,1792-10-18T00:00:00Z,3
http://www.wikidata.org/entity/Q1149737,Manuel Pando Fernández de Pinedo,1792-12-22T00:00:00Z,14
http://www.wikidata.org/entity/Q5675556,Andrés Avelino Pi y Arimón,1793-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q11172273,Juan Wallparrimachi,1793-01-01T00:00:00Z,10
http://www.wikidata.org/entity/Q17634812,Juan Gualberto Godoy,1793-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q21010888,Juan Cueto Herrera,1793-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q130380503,Francisco Ortega Martínez,1793-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q19753475,Ramon Muns i Serinyà,1793-07-15T00:00:00Z,1
http://www.wikidata.org/entity/Q5654876,Manuel Bartolomé Ferreyros,1793-08-24T00:00:00Z,2
http://www.wikidata.org/entity/Q17620404,Agustín de Letamendi,1793-08-28T00:00:00Z,1
http://www.wikidata.org/entity/Q55836691,Luis Lamarca,1793-09-22T00:00:00Z,2
http://www.wikidata.org/entity/Q2035566,Serafín María de Sotto,1793-10-12T00:00:00Z,13
http://www.wikidata.org/entity/Q5866218,Francisco Javier Mariátegui y Tellería,1793-11-22T00:00:00Z,3
http://www.wikidata.org/entity/Q2667042,Antonio Gil de Zárate,1793-12-01T00:00:00Z,11
http://www.wikidata.org/entity/Q5997556,Mariano Arosemena,1794-07-26T00:00:00Z,3
http://www.wikidata.org/entity/Q12260973,Juan Domingo Untzueta,1794-07-27T00:00:00Z,1
http://www.wikidata.org/entity/Q5913906,Ildefonso Marzo,1794-11-14T00:00:00Z,1
http://www.wikidata.org/entity/Q5404549,José Mascote,1794-11-15T00:00:00Z,1
http://www.wikidata.org/entity/Q1710435,Juan Cruz Varela,1794-11-23T00:00:00Z,6
http://www.wikidata.org/entity/Q56597928,Miguel de Zamacois,1794-11-30T00:00:00Z,0
http://www.wikidata.org/entity/Q6300087,Juan José Arbolí y Acaso,1795-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q61568173,Valentín Llanos Gutiérrez,1795-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q8962471,Francisco Linage,1795-02-14T00:00:00Z,3
http://www.wikidata.org/entity/Q42381171,Francisco de Borja Magariños,1795-03-10T00:00:00Z,0
http://www.wikidata.org/entity/Q3078575,Manuel Marliani,1795-07-13T00:00:00Z,9
http://www.wikidata.org/entity/Q676240,José María Espinosa,1796-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q1690750,Joan Josep Amengual,1796-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q3330151,José Caveda y Nava,1796-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q3774440,Manuel Bretón de los Herreros,1796-01-01T00:00:00Z,13
http://www.wikidata.org/entity/Q23702169,José Agustín Álvarez Rixo,1796-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q3574278,Valentín Carderera,1796-02-14T00:00:00Z,8
http://www.wikidata.org/entity/Q5946454,José de la Revilla,1796-03-19T00:00:00Z,3
http://www.wikidata.org/entity/Q16584649,Juan Francisco del Granado,1796-06-16T00:00:00Z,1
http://www.wikidata.org/entity/Q64175798,Manuel Amado,1796-07-21T00:00:00Z,1
http://www.wikidata.org/entity/Q30149728,Joan Nikolas Etxeberria Iturralde,1796-12-06T00:00:00Z,1
http://www.wikidata.org/entity/Q1710471,Juan Francisco Manzano,1797-01-01T00:00:00Z,7
http://www.wikidata.org/entity/Q5993852,Manuel Moreno y Jove,1797-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q20535489,Juan Montero Telinge,1797-01-31T00:00:00Z,4
http://www.wikidata.org/entity/Q1708975,José Antonio Saco,1797-05-07T00:00:00Z,8
http://www.wikidata.org/entity/Q21993694,Pedro Sainz de Baranda,1797-08-21T00:00:00Z,3
http://www.wikidata.org/entity/Q5699369,Antonio Piñuela Ximenez,1798-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q9024955,Luis Bordás Munt,1798-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q42399321,Andrés Gómez,1798-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q973094,Ramón de la Sagra,1798-04-08T00:00:00Z,12
http://www.wikidata.org/entity/Q1377287,Joaquín María López,1798-08-15T00:00:00Z,14
http://www.wikidata.org/entity/Q12257889,Florencio Sanz Baeza,1798-10-01T00:00:00Z,3
http://www.wikidata.org/entity/Q5479475,Pascual Fernández Baeza,1798-10-04T00:00:00Z,2
http://www.wikidata.org/entity/Q124304542,Francisco Muñoz del Monte,1798-10-11T00:00:00Z,1
http://www.wikidata.org/entity/Q892124,Buenaventura Carlos Aribau,1798-11-04T00:00:00Z,16
http://www.wikidata.org/entity/Q42381176,Ramón Erasmo de Cáceres,1798-11-26T00:00:00Z,0
http://www.wikidata.org/entity/Q3821419,Joaquín Bastús,1799-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q5750262,Carlos Ernest Cook,1799-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q20015524,Lorenzo de Alemany,1799-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q55836736,Esteban Pichardo,1799-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q5412569,Telesforo de Trueba,1799-01-05T00:00:00Z,5
http://www.wikidata.org/entity/Q55836729,Alejandro Gómez Fuentenebro y Ranera,1799-02-26T00:00:00Z,2
http://www.wikidata.org/entity/Q500649,Felipe Poey,1799-05-26T00:00:00Z,18
http://www.wikidata.org/entity/Q1707398,Mariano Gómez,1799-08-02T00:00:00Z,14
http://www.wikidata.org/entity/Q5940910,José Justo Gómez de la Cortina,1799-08-09T00:00:00Z,3
http://www.wikidata.org/entity/Q7290518,Ramón López Soler,1799-10-05T00:00:00Z,6
http://www.wikidata.org/entity/Q7159675,Pedro José Pidal,1799-11-25T00:00:00Z,10
http://www.wikidata.org/entity/Q1347199,Serafín Estébanez Calderón,1799-12-27T00:00:00Z,13
http://www.wikidata.org/entity/Q5660826,Agustín Pérez Zaragoza,1800-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q5726740,Bernardo Espinalt,1800-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q8846547,Eusebio Cañas,1800-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q10323911,Manuel Abadal,1800-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q11922841,Francesc Serra de Gaieta,1800-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q16189930,Francesc Cors,1800-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q19290396,Emili de Miró i de Burguès,1800-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q59631865,Manuel de Cuendías,1800-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q77238970,Juan de Perocheguy,1800-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q85635637,Antonio Juglá y Font,1800-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q96624619,Rafael Minvielle Lamaneta,1800-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q105952951,Ignacio de Obregón,1800-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q106401300,Diego López de Haro,1800-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q106424234,Isidoro Ortiz Gallardo,1800-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q10874342,Manuel María Mosquera y Arboleda,1800-04-11T00:00:00Z,1
http://www.wikidata.org/entity/Q332191,Fermín Caballero,1800-07-07T00:00:00Z,7
http://www.wikidata.org/entity/Q6294346,José de la Luz y Caballero,1800-07-11T00:00:00Z,7
http://www.wikidata.org/entity/Q584292,Louis Viardot,1800-07-31T00:00:00Z,14
http://www.wikidata.org/entity/Q5807800,Manuel María Ayala,1800-10-13T00:00:00Z,1
http://www.wikidata.org/entity/Q5057950,Celestino Álvarez,1801-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q5644761,Armando Zegrí,1801-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q5674580,Anastasio Chinchilla,1801-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q5940047,José García de Villalta,1801-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q5940107,José González Estrada,1801-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q5937362,José Agustín Millán,1801-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q6158890,Valentín Marín y Carbonel,1801-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q6108296,Ricardo Lupiani,1801-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q7420628,Santos López Pelegrín,1801-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q11087601,Juan del Nido y Segalerva,1801-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q16528083,Albino Sanz,1801-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q40705876,Luis de Ansorena,1801-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q52149488,Francisco Flores Arenas,1801-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q63683481,José Bonet y Arnau,1801-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q110572287,Juan García Criado y Menéndez,1801-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q114853762,Eladio Albéniz,1801-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q5940786,José Joaquín Pesado,1801-02-09T00:00:00Z,4
http://www.wikidata.org/entity/Q1891490,Manuel Errazquin,1801-06-04T00:00:00Z,1
http://www.wikidata.org/entity/Q11927916,Joan Reynés i Ferrer,1801-07-15T00:00:00Z,1
http://www.wikidata.org/entity/Q3822910,Wenceslao Ayguals de Izco,1801-10-18T00:00:00Z,5
http://www.wikidata.org/entity/Q5406767,Joaquín María del Castillo y Lanzas,1801-11-11T00:00:00Z,3
http://www.wikidata.org/entity/Q4491121,Juan Florán,1801-11-15T00:00:00Z,3
http://www.wikidata.org/entity/Q5952334,Juan Roca de Togores y Carrasco,1801-12-13T00:00:00Z,2
http://www.wikidata.org/entity/Q5946435,José de la Peña y Aguayo,1801-12-16T00:00:00Z,2
http://www.wikidata.org/entity/Q42404820,Pedro Giralt,1802-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q56249387,Nicolás Roda,1802-01-28T00:00:00Z,1
http://www.wikidata.org/entity/Q19618933,Mikhail Likhonin,1802-02-06T00:00:00Z,2
http://www.wikidata.org/entity/Q68674875,Francisco María de Gorostidi,1802-02-24T00:00:00Z,0
http://www.wikidata.org/entity/Q14638745,José Arrau Barba,1802-05-14T00:00:00Z,4
