author,authorLabel,birthDate,deathDate,countryLabel,mainWorkLabel,main work count,sitelink
http://www.wikidata.org/entity/Q11705052,Vicenta Moguel,1782-06-06T00:00:00Z,1854-09-29T00:00:00Z,España,Ipui onac,1,https://es.wikipedia.org/wiki/Vicenta_Moguel
http://www.wikidata.org/entity/Q291397,Fernán Caballero,1796-12-24T00:00:00Z,1877-04-07T00:00:00Z,España,La familia de Alvareda: Novela de costumbres populares,1,https://es.wikipedia.org/wiki/Fern%C3%A1n_Caballero
http://www.wikidata.org/entity/Q5946701,Juana de Vega,1805-03-07T00:00:00Z,1872-06-22T00:00:00Z,España,Memorias de la condesa de Espoz y Mina,1,https://es.wikipedia.org/wiki/Juana_de_Vega
http://www.wikidata.org/entity/Q283353,Gertrudis Gómez de Avellaneda,1814-03-23T00:00:00Z,1873-02-01T00:00:00Z,Imperio Español,Sab,1,https://es.wikipedia.org/wiki/Gertrudis_G%C3%B3mez_de_Avellaneda
http://www.wikidata.org/entity/Q283353,Gertrudis Gómez de Avellaneda,1814-12-11T00:00:00Z,1873-02-01T00:00:00Z,Imperio Español,Sab,1,https://es.wikipedia.org/wiki/Gertrudis_G%C3%B3mez_de_Avellaneda
http://www.wikidata.org/entity/Q1710713,Juana Manso,1819-06-26T00:00:00Z,1875-04-24T00:00:00Z,Argentina,La Revolucion de Mayo 1810,1,https://es.wikipedia.org/wiki/Juana_Manso
http://www.wikidata.org/entity/Q1710713,Juana Manso,1819-06-26T00:00:00Z,1875-04-24T00:00:00Z,Argentina,Los misterios del Plata,1,https://es.wikipedia.org/wiki/Juana_Manso
http://www.wikidata.org/entity/Q1710713,Juana Manso,1819-06-26T00:00:00Z,1875-04-24T00:00:00Z,Argentina,Una armonia,1,https://es.wikipedia.org/wiki/Juana_Manso
http://www.wikidata.org/entity/Q433098,Charlotte Yonge,1823-08-11T00:00:00Z,1901-05-24T00:00:00Z,Reino Unido de Gran Bretaña e Irlanda,The Heir of Redclyffe,1,https://es.wikipedia.org/wiki/Charlotte_Yonge
http://www.wikidata.org/entity/Q464264,Rosalía de Castro,1837-02-23T00:00:00Z,1885-07-22T00:00:00Z,España,Lieders,1,https://es.wikipedia.org/wiki/Rosal%C3%ADa_de_Castro
http://www.wikidata.org/entity/Q464264,Rosalía de Castro,1837-02-23T00:00:00Z,1885-07-22T00:00:00Z,España,Contos da miña terra,1,https://es.wikipedia.org/wiki/Rosal%C3%ADa_de_Castro
http://www.wikidata.org/entity/Q464264,Rosalía de Castro,1837-02-23T00:00:00Z,1885-07-22T00:00:00Z,España,La flor,1,https://es.wikipedia.org/wiki/Rosal%C3%ADa_de_Castro
http://www.wikidata.org/entity/Q464264,Rosalía de Castro,1837-02-23T00:00:00Z,1885-07-22T00:00:00Z,España,En las orillas del Sar,1,https://es.wikipedia.org/wiki/Rosal%C3%ADa_de_Castro
http://www.wikidata.org/entity/Q464264,Rosalía de Castro,1837-02-23T00:00:00Z,1885-07-22T00:00:00Z,España,El caballero de las botas azules,1,https://es.wikipedia.org/wiki/Rosal%C3%ADa_de_Castro
http://www.wikidata.org/entity/Q464264,Rosalía de Castro,1837-02-23T00:00:00Z,1885-07-22T00:00:00Z,España,La hija del mar,1,https://es.wikipedia.org/wiki/Rosal%C3%ADa_de_Castro
http://www.wikidata.org/entity/Q464264,Rosalía de Castro,1837-02-23T00:00:00Z,1885-07-22T00:00:00Z,España,Cantares gallegos,1,https://es.wikipedia.org/wiki/Rosal%C3%ADa_de_Castro
http://www.wikidata.org/entity/Q464264,Rosalía de Castro,1837-02-23T00:00:00Z,1885-07-22T00:00:00Z,España,Hojas nuevas,1,https://es.wikipedia.org/wiki/Rosal%C3%ADa_de_Castro
http://www.wikidata.org/entity/Q543726,Mercedes Cabello,1845-02-07T00:00:00Z,1909-10-12T00:00:00Z,Perú,Blanca Sol,1,https://es.wikipedia.org/wiki/Mercedes_Cabello_de_Carbonera
http://www.wikidata.org/entity/Q61917151,Isabel Bunch de Cortés,1845-04-24T00:00:00Z,1921-01-01T00:00:00Z,Colombia,Siempre,1,https://es.wikipedia.org/wiki/Isabel_Bunch_de_Cort%C3%A9s
http://www.wikidata.org/entity/Q18980531,Alejandrina Argüelles Toral y Hevia,1845-09-20T00:00:00Z,1860-04-05T00:00:00Z,España,Ensayos poéticos de la señorita doña Alejandrina Arguelles Toral y Hevia,1,https://es.wikipedia.org/wiki/Alejandrina_Arg%C3%BCelles_Toral_y_Hevia
http://www.wikidata.org/entity/Q17496308,Concepción Gimeno de Flaquer,1850-12-11T00:00:00Z,1919-01-01T00:00:00Z,España,Mujeres: Vidas paralelas,1,https://es.wikipedia.org/wiki/Concepci%C3%B3n_Gimeno_de_Flaquer
http://www.wikidata.org/entity/Q76158,Carolina Michaëlis de Vasconcellos,1851-03-15T00:00:00Z,1925-11-16T00:00:00Z,Reino de Portugal,No seio da Virgem Mãe: considerações sobre a história de uma quadra popular,1,https://es.wikipedia.org/wiki/Carolina_Micha%C3%ABlis_de_Vasconcelos
http://www.wikidata.org/entity/Q76158,Carolina Michaëlis de Vasconcellos,1851-03-15T00:00:00Z,1925-11-16T00:00:00Z,Reino de Prusia,No seio da Virgem Mãe: considerações sobre a história de uma quadra popular,1,https://es.wikipedia.org/wiki/Carolina_Micha%C3%ABlis_de_Vasconcelos
http://www.wikidata.org/entity/Q76158,Carolina Michaëlis de Vasconcellos,1851-03-15T00:00:00Z,1925-11-16T00:00:00Z,Portugal,No seio da Virgem Mãe: considerações sobre a história de uma quadra popular,1,https://es.wikipedia.org/wiki/Carolina_Micha%C3%ABlis_de_Vasconcelos
http://www.wikidata.org/entity/Q76158,Carolina Michaëlis de Vasconcellos,1851-03-15T00:00:00Z,1925-11-16T00:00:00Z,Reino de Portugal,Poesias de Sá de Miranda,1,https://es.wikipedia.org/wiki/Carolina_Micha%C3%ABlis_de_Vasconcelos
